Year, Month, Day,     Extent,    Missing, Source Data
1979,    06,  29,     15.646,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790629_n07_v1.1_s.bin']
1979,    07,  01,     15.685,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790701_n07_v1.1_s.bin']
1979,    07,  03,     15.779,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790703_n07_v1.1_s.bin']
1979,    07,  05,     15.896,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790705_n07_v1.1_s.bin']
1979,    07,  07,     15.947,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790707_n07_v1.1_s.bin']
1979,    07,  09,     16.128,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790709_n07_v1.1_s.bin']
1979,    07,  11,     16.235,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790711_n07_v1.1_s.bin']
1979,    07,  13,     16.408,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790713_n07_v1.1_s.bin']
1979,    07,  15,     16.588,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790715_n07_v1.1_s.bin']
1979,    07,  17,     16.661,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790717_n07_v1.1_s.bin']
1979,    07,  19,     16.794,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790719_n07_v1.1_s.bin']
1979,    07,  21,     16.864,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790721_n07_v1.1_s.bin']
1979,    07,  23,     16.930,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790723_n07_v1.1_s.bin']
1979,    07,  25,     17.144,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790725_n07_v1.1_s.bin']
1979,    07,  27,     17.042,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790727_n07_v1.1_s.bin']
1979,    07,  29,     17.110,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790729_n07_v1.1_s.bin']
1979,    07,  31,     17.059,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790731_n07_v1.1_s.bin']
1979,    08,  02,     16.944,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790802_n07_v1.1_s.bin']
1979,    08,  04,     17.022,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790804_n07_v1.1_s.bin']
1979,    08,  06,     16.983,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790806_n07_v1.1_s.bin']
1979,    08,  08,     17.000,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790808_n07_v1.1_s.bin']
1979,    08,  10,     17.181,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790810_n07_v1.1_s.bin']
1979,    08,  12,     17.506,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790812_n07_v1.1_s.bin']
1979,    08,  14,     17.620,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790814_n07_v1.1_s.bin']
1979,    08,  16,     17.876,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790816_n07_v1.1_s.bin']
1979,    08,  18,     18.118,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790818_n07_v1.1_s.bin']
1979,    08,  20,     18.136,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790820_n07_v1.1_s.bin']
1979,    08,  22,     18.283,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790822_n07_v1.1_s.bin']
1979,    08,  24,     18.268,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790824_n07_v1.1_s.bin']
1979,    08,  26,     18.203,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790826_n07_v1.1_s.bin']
1979,    08,  28,     18.159,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790828_n07_v1.1_s.bin']
1979,    08,  30,     18.175,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790830_n07_v1.1_s.bin']
1979,    09,  01,     18.187,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790901_n07_v1.1_s.bin']
1979,    09,  03,     18.197,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790903_n07_v1.1_s.bin']
1979,    09,  05,     18.295,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790905_n07_v1.1_s.bin']
1979,    09,  07,     18.280,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790907_n07_v1.1_s.bin']
1979,    09,  09,     18.215,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790909_n07_v1.1_s.bin']
1979,    09,  11,     18.264,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790911_n07_v1.1_s.bin']
1979,    09,  13,     18.361,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790913_n07_v1.1_s.bin']
1979,    09,  15,     18.326,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790915_n07_v1.1_s.bin']
1979,    09,  17,     18.105,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790917_n07_v1.1_s.bin']
1979,    09,  19,     17.978,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790919_n07_v1.1_s.bin']
1979,    09,  21,     18.117,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790921_n07_v1.1_s.bin']
1979,    09,  23,     17.973,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790923_n07_v1.1_s.bin']
1979,    09,  25,     18.118,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790925_n07_v1.1_s.bin']
1979,    09,  27,     18.260,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790927_n07_v1.1_s.bin']
1979,    09,  29,     18.257,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19790929_n07_v1.1_s.bin']
1979,    10,  01,     18.250,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791001_n07_v1.1_s.bin']
1979,    10,  03,     18.311,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791003_n07_v1.1_s.bin']
1979,    10,  05,     18.275,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791005_n07_v1.1_s.bin']
1979,    10,  07,     18.109,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791007_n07_v1.1_s.bin']
1979,    10,  09,     18.160,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791009_n07_v1.1_s.bin']
1979,    10,  11,     18.022,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791011_n07_v1.1_s.bin']
1979,    10,  13,     18.077,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791013_n07_v1.1_s.bin']
1979,    10,  15,     17.961,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791015_n07_v1.1_s.bin']
1979,    10,  17,     17.950,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791017_n07_v1.1_s.bin']
1979,    10,  19,     17.777,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791019_n07_v1.1_s.bin']
1979,    10,  21,     17.738,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791021_n07_v1.1_s.bin']
1979,    10,  23,     17.598,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791023_n07_v1.1_s.bin']
1979,    10,  25,     17.403,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791025_n07_v1.1_s.bin']
1979,    10,  27,     17.274,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791027_n07_v1.1_s.bin']
1979,    10,  29,     17.206,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791029_n07_v1.1_s.bin']
1979,    10,  31,     17.017,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791031_n07_v1.1_s.bin']
1979,    11,  02,     16.945,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791102_n07_v1.1_s.bin']
1979,    11,  04,     16.767,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791104_n07_v1.1_s.bin']
1979,    11,  06,     16.710,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791106_n07_v1.1_s.bin']
1979,    11,  08,     16.537,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791108_n07_v1.1_s.bin']
1979,    11,  10,     16.266,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791110_n07_v1.1_s.bin']
1979,    11,  12,     15.947,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791112_n07_v1.1_s.bin']
1979,    11,  14,     15.729,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791114_n07_v1.1_s.bin']
1979,    11,  16,     15.481,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791116_n07_v1.1_s.bin']
1979,    11,  18,     15.256,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791118_n07_v1.1_s.bin']
1979,    11,  20,     14.984,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791120_n07_v1.1_s.bin']
1979,    11,  22,     14.682,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791122_n07_v1.1_s.bin']
1979,    11,  24,     14.202,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791124_n07_v1.1_s.bin']
1979,    11,  26,     13.820,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791126_n07_v1.1_s.bin']
1979,    11,  28,     13.569,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791128_n07_v1.1_s.bin']
1979,    11,  30,     13.161,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791130_n07_v1.1_s.bin']
1979,    12,  02,     12.893,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791202_n07_v1.1_s.bin']
1979,    12,  04,     12.471,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791204_n07_v1.1_s.bin']
1979,    12,  06,     12.042,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791206_n07_v1.1_s.bin']
1979,    12,  08,     11.457,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791208_n07_v1.1_s.bin']
1979,    12,  10,     10.844,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791210_n07_v1.1_s.bin']
1979,    12,  12,     10.340,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791212_n07_v1.1_s.bin']
1979,    12,  14,      9.793,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791214_n07_v1.1_s.bin']
1979,    12,  16,      9.125,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791216_n07_v1.1_s.bin']
1979,    12,  18,      8.307,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791218_n07_v1.1_s.bin']
1979,    12,  20,      7.891,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791220_n07_v1.1_s.bin']
1979,    12,  22,      7.405,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791222_n07_v1.1_s.bin']
1979,    12,  24,      6.842,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791224_n07_v1.1_s.bin']
1979,    12,  26,      6.607,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791226_n07_v1.1_s.bin']
1979,    12,  28,      6.396,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791228_n07_v1.1_s.bin']
1979,    12,  30,      6.124,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1979/nt_19791230_n07_v1.1_s.bin']
1980,    01,  01,      5.967,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800101_n07_v1.1_s.bin']
1980,    01,  03,      5.674,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800103_n07_v1.1_s.bin']
1980,    01,  05,      5.584,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800105_n07_v1.1_s.bin']
1980,    01,  07,      5.329,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800107_n07_v1.1_s.bin']
1980,    01,  09,      5.000,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800109_n07_v1.1_s.bin']
1980,    01,  11,      4.874,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800111_n07_v1.1_s.bin']
1980,    01,  13,      4.682,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800113_n07_v1.1_s.bin']
1980,    01,  15,      4.569,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800115_n07_v1.1_s.bin']
1980,    01,  17,      4.419,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800117_n07_v1.1_s.bin']
1980,    01,  19,      4.319,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800119_n07_v1.1_s.bin']
1980,    01,  21,      4.115,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800121_n07_v1.1_s.bin']
1980,    01,  23,      3.986,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800123_n07_v1.1_s.bin']
1980,    01,  25,      3.801,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800125_n07_v1.1_s.bin']
1980,    01,  27,      3.664,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800127_n07_v1.1_s.bin']
1980,    01,  29,      3.513,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800129_n07_v1.1_s.bin']
1980,    01,  31,      3.496,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800131_n07_v1.1_s.bin']
1980,    02,  02,      3.355,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800202_n07_v1.1_s.bin']
1980,    02,  04,      3.218,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800204_n07_v1.1_s.bin']
1980,    02,  06,      3.124,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800206_n07_v1.1_s.bin']
1980,    02,  08,      3.009,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800208_n07_v1.1_s.bin']
1980,    02,  10,      2.929,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800210_n07_v1.1_s.bin']
1980,    02,  12,      2.910,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800212_n07_v1.1_s.bin']
1980,    02,  14,      2.690,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800214_n07_v1.1_s.bin']
1980,    02,  16,      2.676,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800216_n07_v1.1_s.bin']
1980,    02,  18,      2.629,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800218_n07_v1.1_s.bin']
1980,    02,  20,      2.591,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800220_n07_v1.1_s.bin']
1980,    02,  22,      2.609,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800222_n07_v1.1_s.bin']
1980,    02,  24,      2.583,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800224_n07_v1.1_s.bin']
1980,    02,  26,      2.521,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800226_n07_v1.1_s.bin']
1980,    02,  28,      2.613,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800228_n07_v1.1_s.bin']
1980,    03,  01,      2.576,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800301_n07_v1.1_s.bin']
1980,    03,  03,      2.672,      0.000, ['ftp://sidads.colorado.edu/pub/DATASETS/nsidc0051_gsfc_nasateam_seaice/final-gsfc/south/daily/1980/nt_19800303_n07_v1.1_s.bin']
